"id","id","kode","name","deskripsi"
"__export__.cdn_icd9_11987_bf906564","__export__.cdn_icd9_11987_bf906564","04.19","Other diagnostic procedures on cranial and peripheral nerves and ganglia","Periph nerve dx proc NEC"
"__export__.cdn_icd9_11988_b8d70e90","__export__.cdn_icd9_11988_b8d70e90","04.2","Destruction of cranial and peripheral nerves","Periph nerve destruction"
"__export__.cdn_icd9_11989_a25d398d","__export__.cdn_icd9_11989_a25d398d","04.3","Suture of cranial and peripheral nerves","Peripheral nerve suture"
"__export__.cdn_icd9_11990_247ba445","__export__.cdn_icd9_11990_247ba445","04.41","Decompression of trigeminal nerve root","Decompress trigem root"
"__export__.cdn_icd9_11991_5f361b83","__export__.cdn_icd9_11991_5f361b83","04.42","Other cranial nerve decompression","Cran nerv root decom NEC"
"__export__.cdn_icd9_11992_c0468099","__export__.cdn_icd9_11992_c0468099","04.43","Release of carpal tunnel","Carpal tunnel release"
"__export__.cdn_icd9_11993_45054396","__export__.cdn_icd9_11993_45054396","04.44","Release of tarsal tunnel","Tarsal tunnel release"
"__export__.cdn_icd9_11994_de1efe0d","__export__.cdn_icd9_11994_de1efe0d","04.49","Other peripheral nerve or ganglion decompression or lysis of adhesions","Per nerve adhesiolys NEC"
"__export__.cdn_icd9_11995_802d5021","__export__.cdn_icd9_11995_802d5021","04.5","Cranial or peripheral nerve graft","Peripheral nerve graft"
"__export__.cdn_icd9_11996_8c970dfe","__export__.cdn_icd9_11996_8c970dfe","04.6","Transposition of cranial and peripheral nerves","Periph nerve transposit"
"__export__.cdn_icd9_11997_bd2f2c94","__export__.cdn_icd9_11997_bd2f2c94","04.71","Hypoglossal-facial anastomosis","Hypogloss-facial anastom"
"__export__.cdn_icd9_11998_3d3f9b57","__export__.cdn_icd9_11998_3d3f9b57","04.72","Accessory-facial anastomosis","Accessory-facial anastom"
"__export__.cdn_icd9_11999_c2be20e3","__export__.cdn_icd9_11999_c2be20e3","04.73","Accessory-hypoglossal anastomosis","Access-hypogloss anastom"
"__export__.cdn_icd9_12000_87f0129b","__export__.cdn_icd9_12000_87f0129b","04.74","Other anastomosis of cranial or peripheral nerve","Periph nerv anastom NEC"
"__export__.cdn_icd9_12001_67356790","__export__.cdn_icd9_12001_67356790","04.75","Revision of previous repair of cranial and peripheral nerves","Postop revis per nerv op"
"__export__.cdn_icd9_12002_f25d41b1","__export__.cdn_icd9_12002_f25d41b1","04.76","Repair of old traumatic injury of cranial and peripheral nerves","Late repair per nerv inj"
"__export__.cdn_icd9_12003_abe0a360","__export__.cdn_icd9_12003_abe0a360","04.79","Other neuroplasty","Other neuroplasty"
"__export__.cdn_icd9_12004_95fdd0c7","__export__.cdn_icd9_12004_95fdd0c7","04.80","Peripheral nerve injection, not otherwise specified","Periph nerve inject NOS"
"__export__.cdn_icd9_12005_3b4d9258","__export__.cdn_icd9_12005_3b4d9258","04.81","Injection of anesthetic into peripheral nerve for analgesia","Anesth injec periph nerv"
"__export__.cdn_icd9_12006_e69c04f3","__export__.cdn_icd9_12006_e69c04f3","04.89","Injection of other agent, except neurolytic","Periph nerve inject NEC"
"__export__.cdn_icd9_12007_d1a9a68d","__export__.cdn_icd9_12007_d1a9a68d","04.91","Neurectasis","Neurectasis"
"__export__.cdn_icd9_12008_2ab2b6d1","__export__.cdn_icd9_12008_2ab2b6d1","04.92","Implantation or replacement of peripheral neurostimulator lead(s)","Imp/repl peri stim lead"
"__export__.cdn_icd9_12009_47c70950","__export__.cdn_icd9_12009_47c70950","04.93","Removal of peripheral neurostimulator lead(s)","Removal peri stim lead"
"__export__.cdn_icd9_12010_b8f69006","__export__.cdn_icd9_12010_b8f69006","04.99","Other operations on cranial and peripheral nerves","Peripheral nerve ops NEC"
"__export__.cdn_icd9_12011_a340f849","__export__.cdn_icd9_12011_a340f849","05.0","Division of sympathetic nerve or ganglion","Sympath nerve division"
"__export__.cdn_icd9_12012_b9d22849","__export__.cdn_icd9_12012_b9d22849","05.11","Biopsy of sympathetic nerve or ganglion","Sympathetic nerve biopsy"
"__export__.cdn_icd9_12013_8eedcea9","__export__.cdn_icd9_12013_8eedcea9","05.19","Other diagnostic procedures on sympathetic nerves or ganglia","Sympath nrv dx proc NEC"
"__export__.cdn_icd9_12014_809de735","__export__.cdn_icd9_12014_809de735","05.21","Sphenopalatine ganglionectomy","Sphenopalatin ganglionec"
"__export__.cdn_icd9_12015_105ec794","__export__.cdn_icd9_12015_105ec794","05.22","Cervical sympathectomy","Cervical sympathectomy"
"__export__.cdn_icd9_12016_cb1ea6ee","__export__.cdn_icd9_12016_cb1ea6ee","05.23","Lumbar sympathectomy","Lumbar sympathectomy"
"__export__.cdn_icd9_12017_18899222","__export__.cdn_icd9_12017_18899222","05.24","Presacral sympathectomy","Presacral sympathectomy"
"__export__.cdn_icd9_12018_77b6f3fa","__export__.cdn_icd9_12018_77b6f3fa","05.25","Periarterial sympathectomy","Periart sympathectomy"
"__export__.cdn_icd9_12019_229e48e5","__export__.cdn_icd9_12019_229e48e5","05.29","Other sympathectomy and ganglionectomy","Other sympathectomy"
"__export__.cdn_icd9_12020_b32ffc2f","__export__.cdn_icd9_12020_b32ffc2f","05.31","Injection of anesthetic into sympathetic nerve for analgesia","Anesth inject symp nerve"
"__export__.cdn_icd9_12021_caeff96c","__export__.cdn_icd9_12021_caeff96c","05.32","Injection of neurolytic agent into sympathetic nerve","Neurolyt injec-symp nrv"
"__export__.cdn_icd9_12022_94a79495","__export__.cdn_icd9_12022_94a79495","05.39","Other injection into sympathetic nerve or ganglion","Sympath nerve inject NEC"
"__export__.cdn_icd9_12023_3eda49d7","__export__.cdn_icd9_12023_3eda49d7","05.81","Repair of sympathetic nerve or ganglion","Sympathetic nerve repair"
"__export__.cdn_icd9_12024_a724af4c","__export__.cdn_icd9_12024_a724af4c","05.89","Other operations on sympathetic nerves or ganglia","Sympathetic nerve op NEC"
"__export__.cdn_icd9_12025_e9f0f535","__export__.cdn_icd9_12025_e9f0f535","05.9","Other operations on nervous system","Other nervous system ops"
"__export__.cdn_icd9_12026_940af98b","__export__.cdn_icd9_12026_940af98b","06.01","Aspiration of thyroid field","Thyroid field aspiration"
"__export__.cdn_icd9_12027_6f710638","__export__.cdn_icd9_12027_6f710638","06.02","Reopening of wound of thyroid field","Reopen thyroid field wnd"
"__export__.cdn_icd9_12028_84504585","__export__.cdn_icd9_12028_84504585","06.09","Other incision of thyroid field","Incis thyroid field NEC"
"__export__.cdn_icd9_12029_2b1d5555","__export__.cdn_icd9_12029_2b1d5555","06.11","Closed [percutaneous] [needle] biopsy of thyroid gland","Closed thyroid gland bx"
"__export__.cdn_icd9_12030_acd6fa6e","__export__.cdn_icd9_12030_acd6fa6e","06.12","Open biopsy of thyroid gland","Open thyroid gland bx"
"__export__.cdn_icd9_12031_8d2c4f73","__export__.cdn_icd9_12031_8d2c4f73","06.13","Biopsy of parathyroid gland","Parathyroid biopsy"
"__export__.cdn_icd9_12032_ef096d6b","__export__.cdn_icd9_12032_ef096d6b","06.19","Other diagnostic procedures on thyroid and parathyroid glands","Thyr/parathy dx proc NEC"
"__export__.cdn_icd9_12033_60b1f5c8","__export__.cdn_icd9_12033_60b1f5c8","06.2","Unilateral thyroid lobectomy","Unilat thyroid lobectomy"
"__export__.cdn_icd9_12034_ad27317d","__export__.cdn_icd9_12034_ad27317d","06.31","Excision of lesion of thyroid","Excision thyroid lesion"
"__export__.cdn_icd9_12035_3fcc316e","__export__.cdn_icd9_12035_3fcc316e","06.39","Other partial thyroidectomy","Part thyroidectomy NEC"
"__export__.cdn_icd9_12036_a3632364","__export__.cdn_icd9_12036_a3632364","06.4","Complete thyroidectomy","Complete thyroidectomy"
"__export__.cdn_icd9_12037_ed021388","__export__.cdn_icd9_12037_ed021388","06.50","Substernal thyroidectomy, not otherwise specified","Substern thyroidect NOS"
"__export__.cdn_icd9_12038_3c98d9db","__export__.cdn_icd9_12038_3c98d9db","06.51","Partial substernal thyroidectomy","Part substern thyroidect"
"__export__.cdn_icd9_12039_84359ec3","__export__.cdn_icd9_12039_84359ec3","06.52","Complete substernal thyroidectomy","Tot substern thyroidect"
"__export__.cdn_icd9_12040_b8985d25","__export__.cdn_icd9_12040_b8985d25","06.6","Excision of lingual thyroid","Lingual thyroid excision"
"__export__.cdn_icd9_12041_184edddb","__export__.cdn_icd9_12041_184edddb","06.7","Excision of thyroglossal duct or tract","Thyrogloss duct excision"
"__export__.cdn_icd9_12042_fd0dfe3a","__export__.cdn_icd9_12042_fd0dfe3a","06.81","Complete parathyroidectomy","Total parathyroidectomy"
"__export__.cdn_icd9_12043_5f542391","__export__.cdn_icd9_12043_5f542391","06.89","Other parathyroidectomy","Other parathyroidectomy"
"__export__.cdn_icd9_12044_85826f24","__export__.cdn_icd9_12044_85826f24","06.91","Division of thyroid isthmus","Thyroid isthmus division"
"__export__.cdn_icd9_12045_88654a09","__export__.cdn_icd9_12045_88654a09","06.92","Ligation of thyroid vessels","Thyroid vessel ligation"
"__export__.cdn_icd9_12046_63b82dd2","__export__.cdn_icd9_12046_63b82dd2","06.93","Suture of thyroid gland","Thyroid suture"
"__export__.cdn_icd9_12047_39dfce28","__export__.cdn_icd9_12047_39dfce28","06.94","Thyroid tissue reimplantation","Thyroid reimplantation"
"__export__.cdn_icd9_12048_efd2f56b","__export__.cdn_icd9_12048_efd2f56b","06.95","Parathyroid tissue reimplantation","Parathyroid reimplant"
"__export__.cdn_icd9_12049_67e1122c","__export__.cdn_icd9_12049_67e1122c","06.98","Other operations on thyroid glands","Other thyroid operations"
"__export__.cdn_icd9_12050_de6b3285","__export__.cdn_icd9_12050_de6b3285","06.99","Other operations on parathyroid glands","Other parathyroid ops"
"__export__.cdn_icd9_12051_20cf8455","__export__.cdn_icd9_12051_20cf8455","07.00","Exploration of adrenal field, not otherwise specified","Adrenal exploration NOS"
"__export__.cdn_icd9_12052_65559e9e","__export__.cdn_icd9_12052_65559e9e","07.01","Unilateral exploration of adrenal field","Unilat adrenal explorat"
"__export__.cdn_icd9_12053_498c5969","__export__.cdn_icd9_12053_498c5969","07.02","Bilateral exploration of adrenal field","Bilat adrenal explorat"
"__export__.cdn_icd9_12054_7971d05a","__export__.cdn_icd9_12054_7971d05a","07.11","Closed [percutaneous] [needle] biopsy of adrenal gland","Closed adrenal gland bx"
"__export__.cdn_icd9_12055_e1bbc24d","__export__.cdn_icd9_12055_e1bbc24d","07.12","Open biopsy of adrenal gland","Open adrenal gland bx"
"__export__.cdn_icd9_12056_38868b90","__export__.cdn_icd9_12056_38868b90","07.13","Biopsy of pituitary gland, transfrontal approach","Transfront pituitary bx"
"__export__.cdn_icd9_12057_c4a91b44","__export__.cdn_icd9_12057_c4a91b44","07.14","Biopsy of pituitary gland, transsphenoidal approach","Transphen pituitary bx"
"__export__.cdn_icd9_12058_b6fd1ff9","__export__.cdn_icd9_12058_b6fd1ff9","07.15","Biopsy of pituitary gland, unspecified approach","Pituitary biopsy NOS"
"__export__.cdn_icd9_12059_97bff5d9","__export__.cdn_icd9_12059_97bff5d9","07.16","Biopsy of thymus","Thymus biopsy"
"__export__.cdn_icd9_12060_c75a1159","__export__.cdn_icd9_12060_c75a1159","07.17","Biopsy of pineal gland","Pineal biopsy"
"__export__.cdn_icd9_12061_34546b95","__export__.cdn_icd9_12061_34546b95","07.19","Other diagnostic procedures on adrenal glands, pituitary gland, pineal gland, and thymus","Endocrine dx proc NEC"
"__export__.cdn_icd9_12062_c94a2a29","__export__.cdn_icd9_12062_c94a2a29","07.21","Excision of lesion of adrenal gland","Adrenal lesion excision"
"__export__.cdn_icd9_12063_1d21db92","__export__.cdn_icd9_12063_1d21db92","07.22","Unilateral adrenalectomy","Unilateral adrenalectomy"
"__export__.cdn_icd9_12064_2755a746","__export__.cdn_icd9_12064_2755a746","07.29","Other partial adrenalectomy","Part adrenalectomy NEC"
"__export__.cdn_icd9_12065_fb6cd2cc","__export__.cdn_icd9_12065_fb6cd2cc","07.3","Bilateral adrenalectomy","Bilateral adrenalectomy"
"__export__.cdn_icd9_12066_5ca025cc","__export__.cdn_icd9_12066_5ca025cc","07.41","Incision of adrenal gland","Adrenal incision"
"__export__.cdn_icd9_12067_95fd59d4","__export__.cdn_icd9_12067_95fd59d4","07.42","Division of nerves to adrenal glands","Adrenal nerve division"
"__export__.cdn_icd9_12068_c3357f71","__export__.cdn_icd9_12068_c3357f71","07.43","Ligation of adrenal vessels","Adrenal vessel ligation"
"__export__.cdn_icd9_12069_a4c0ad24","__export__.cdn_icd9_12069_a4c0ad24","07.44","Repair of adrenal gland","Adrenal repair"
"__export__.cdn_icd9_12070_a1862c24","__export__.cdn_icd9_12070_a1862c24","07.45","Reimplantation of adrenal tissue","Adrenal reimplantation"
"__export__.cdn_icd9_12071_1214d3fe","__export__.cdn_icd9_12071_1214d3fe","07.49","Other operations on adrenal glands, nerves, and vessels","Adrenal operation NEC"
"__export__.cdn_icd9_12072_b2463e99","__export__.cdn_icd9_12072_b2463e99","07.51","Exploration of pineal field","Pineal field exploration"
"__export__.cdn_icd9_12073_2a34a874","__export__.cdn_icd9_12073_2a34a874","07.52","Incision of pineal gland","Pineal gland incision"
"__export__.cdn_icd9_12074_ad844339","__export__.cdn_icd9_12074_ad844339","07.53","Partial excision of pineal gland","Partial pinealectomy"
"__export__.cdn_icd9_12075_4a4f034d","__export__.cdn_icd9_12075_4a4f034d","07.54","Total excision of pineal gland","Total pinealectomy"
"__export__.cdn_icd9_12076_4f68ac63","__export__.cdn_icd9_12076_4f68ac63","07.59","Other operations on pineal gland","Pineal operation NEC"
"__export__.cdn_icd9_12077_a820c4be","__export__.cdn_icd9_12077_a820c4be","07.61","Partial excision of pituitary gland, transfrontal approach","Exc pituit les-transfron"
"__export__.cdn_icd9_12078_144b1b97","__export__.cdn_icd9_12078_144b1b97","07.62","Partial excision of pituitary gland, transsphenoidal approach","Exc pituit les-transphen"
"__export__.cdn_icd9_12079_66b8af3c","__export__.cdn_icd9_12079_66b8af3c","07.63","Partial excision of pituitary gland, unspecified approach","Part excis pituitary NOS"
"__export__.cdn_icd9_12080_0b12c0b6","__export__.cdn_icd9_12080_0b12c0b6","07.64","Total excision of pituitary gland, transfrontal approach","Tot exc pituit-transfron"
"__export__.cdn_icd9_12081_3a1b4f14","__export__.cdn_icd9_12081_3a1b4f14","07.65","Total excision of pituitary gland, transsphenoidal approach","Tot exc pituit-transphen"
"__export__.cdn_icd9_12082_88434e88","__export__.cdn_icd9_12082_88434e88","07.68","Total excision of pituitary gland, other specified approach","Total exc pituitary NEC"
"__export__.cdn_icd9_12083_2eb57d15","__export__.cdn_icd9_12083_2eb57d15","07.69","Total excision of pituitary gland, unspecified approach","Total exc pituitary NOS"
"__export__.cdn_icd9_12084_b48645f0","__export__.cdn_icd9_12084_b48645f0","07.71","Exploration of pituitary fossa","Pituitary fossa explorat"
"__export__.cdn_icd9_12085_2812a569","__export__.cdn_icd9_12085_2812a569","07.72","Incision of pituitary gland","Pituitary gland incision"
"__export__.cdn_icd9_12086_78e495f3","__export__.cdn_icd9_12086_78e495f3","07.79","Other operations on hypophysis","Pituitary operation NEC"
"__export__.cdn_icd9_12087_dedc86e2","__export__.cdn_icd9_12087_dedc86e2","07.80","Thymectomy, not otherwise specified","Thymectomy NOS"
"__export__.cdn_icd9_12088_0d00786f","__export__.cdn_icd9_12088_0d00786f","07.81","Other partial excision of thymus","Oth part excision thymus"
"__export__.cdn_icd9_12089_0e9e9df2","__export__.cdn_icd9_12089_0e9e9df2","07.82","Other total excision of thymus","Oth totl excision thymus"
"__export__.cdn_icd9_12090_0b6c489a","__export__.cdn_icd9_12090_0b6c489a","07.83","Thoracoscopic partial excision of thymus","Thorac part exisn thymus"
"__export__.cdn_icd9_12091_ab0596d9","__export__.cdn_icd9_12091_ab0596d9","07.84","Thoracoscopic total excision of thymus","Thorac total exc thymus"
"__export__.cdn_icd9_12092_5c4a0683","__export__.cdn_icd9_12092_5c4a0683","07.91","Exploration of thymus field","Thymus field exploration"
"__export__.cdn_icd9_12093_2bac79b1","__export__.cdn_icd9_12093_2bac79b1","07.92","Other incision of thymus","Other incision of thymus"
"__export__.cdn_icd9_12094_742011e9","__export__.cdn_icd9_12094_742011e9","07.93","Repair of thymus","Repair of thymus"
"__export__.cdn_icd9_12095_352f658d","__export__.cdn_icd9_12095_352f658d","07.94","Transplantation of thymus","Thymus transplantation"
"__export__.cdn_icd9_12096_6f275400","__export__.cdn_icd9_12096_6f275400","07.95","Thoracoscopic incision of thymus","Thorac incision thymus"
"__export__.cdn_icd9_12097_c5177bcb","__export__.cdn_icd9_12097_c5177bcb","07.98","Other and unspecified thoracoscopic operations on thymus","Oth thorac op thymus NOS"
"__export__.cdn_icd9_12098_cf6cf9e5","__export__.cdn_icd9_12098_cf6cf9e5","07.99","Other and unspecified operations on thymus","Other thymus ops NOS"
"__export__.cdn_icd9_12099_11a941c6","__export__.cdn_icd9_12099_11a941c6","08.01","Incision of lid margin","Incision of lid margin"
"__export__.cdn_icd9_12100_a77f0efa","__export__.cdn_icd9_12100_a77f0efa","08.02","Severing of blepharorrhaphy","Blepharorrhaphy severing"
"__export__.cdn_icd9_12101_58b71fe6","__export__.cdn_icd9_12101_58b71fe6","08.09","Other incision of eyelid","Other eyelid incision"
"__export__.cdn_icd9_12102_6a837d63","__export__.cdn_icd9_12102_6a837d63","08.11","Biopsy of eyelid","Eyelid biopsy"
"__export__.cdn_icd9_12103_4cb61cee","__export__.cdn_icd9_12103_4cb61cee","08.19","Other diagnostic procedures on eyelid","Eyelid dx procedure NEC"
